17.85607196,0.483758121,-19.12293853,-15.89955022,-5.138430785
17.72563718,0.556221889,-19.82858571,-15.54872564,-5.451274363
17.8155922,1.246376812,-20.23438281,-15.17141429,-5.749125437
17.75462269,2.156421789,-20.58070965,-14.81609195,-6.089455272
17.11144428,2.513743128,-20.92603698,-14.46876562,-6.469265367
16.65567216,2.949525237,-20.5912044,-14.07846077,-6.803598201
15.96601699,3.362318841,-20.53873063,-13.68615692,-7.209895052
15.40129935,4.086956522,-20.34732634,-13.28935532,-7.526236882
14.71314343,4.517241379,-20.4107946,-12.85907046,-7.7996002
14.44977511,4.777111444,-20.15492254,-12.46976512,-8.098950525
14.23688156,4.877561219,-20.20489755,-12.12193903,-8.408295852
13.76961519,5.150924538,-20.54072964,-11.75712144,-8.715142429
13.51724138,5.895552224,-20.33483258,-11.36081959,-8.929035482
12.97451274,6.252873563,-20.16291854,-11.05747126,-9.167416292
12.31834083,6.32183908,-19.90454773,-10.70514743,-9.323338331
11.65317341,6.590704648,-19.64967516,-10.38730635,-9.488755622
11.05797101,7.099950025,-19.4177911,-10.04097951,-9.671164418
10.60669665,7.3988006,-19.26836582,-9.683158421,-9.87856072
10.43378311,7.408795602,-19.23988006,-9.262368816,-10.0149925
10.50774613,7.544227886,-19.21689155,-8.868565717,-10.2033983
10.04947526,7.585207396,-19.64117941,-8.602198901,-10.36731634
9.729135432,7.997001499,-19.48325837,-8.344827586,-10.44427786
9.563718141,8.302848576,-18.92203898,-8.208395802,-10.53273363
8.936031984,8.077961019,-18.6031984,-8.090954523,-10.65317341
8.376311844,8.246376812,-18.09545227,-7.924537731,-10.71714143
7.699150425,8.473763118,-17.88705647,-7.751624188,-10.84357821
7.448775612,8.789605197,-17.46276862,-7.484757621,-10.988006
7.210894553,8.517241379,-17.51524238,-7.242878561,-11.21689155
7.290854573,8.633183408,-17.32633683,-7.010994503,-11.49425287
7.142928536,8.811094453,-17.47276362,-6.830584708,-11.71064468
6.794102949,8.932033983,-17.56471764,-6.693153423,-11.86556722
6.871064468,9.11944028,-17.03648176,-6.551724138,-11.96101949
6.567716142,8.848575712,-16.97001499,-6.458770615,-11.95552224
6.23988006,8.892553723,-16.7946027,-6.394802599,-11.9850075
5.805097451,9.060469765,-16.87156422,-6.304847576,-12.03348326
5.886556722,9.294852574,-16.58670665,-6.249875062,-12.08495752
6.070964518,9.149925037,-16.73863068,-6.108445777,-12.16691654
6.104947526,9.07846077,-17.07546227,-6.045977011,-12.31884058
6.20089955,9.543228386,-17.10744628,-5.95952024,-12.50824588
5.850574713,9.624187906,-17.5982009,-5.857571214,-12.72013993
5.851574213,9.794602699,-17.43778111,-5.754622689,-12.93003498
5.896551724,10.03198401,-17.21089455,-5.60169915,-13.12043978
5.525737131,10.28435782,-17.26586707,-5.3988006,-13.28735632
5.131934033,10.69615192,-17.3818091,-5.102948526,-13.36481759
5.049975012,10.84007996,-17.5822089,-4.865567216,-13.51974013
5.316841579,11.03998001,-17.6081959,-4.621189405,-13.62368816
5.165917041,11.001999,-18.15292354,-4.410294853,-13.83008496
5.166916542,11.65217391,-18.07746127,-4.19990005,-14.05747126
4.963518241,11.94702649,-18.32883558,-3.896051974,-14.33633183
4.806596702,11.97451274,-18.4087956,-3.548725637,-14.66516742
4.790604698,12.16691654,-18.16791604,-3.218390805,-14.96651674
4.334832584,12.3888056,-18.36381809,-2.819090455,-15.35082459
4.048975512,12.81109445,-18.37781109,-2.383808096,-15.75812094
3.899050475,12.90454773,-18.56471764,-1.969515242,-16.13493253
4.050974513,13.13943028,-18.50774613,-1.517241379,-16.46926537
3.953523238,13.46126937,-18.75112444,-1.12143928,-16.7856072
3.490254873,13.90054973,-19.05997001,-0.731634183,-17.10844578
3.264867566,14.50224888,-18.96801599,-0.128935532,-17.22538731
2.814592704,14.56971514,-19.08645677,0.395302349,-17.36081959
2.28135932,14.79110445,-18.88755622,0.868565717,-17.62368816
1.897051474,15.63118441,-18.39130435,1.301849075,-17.96351824
1.017991004,15.97051474,-18.53323338,1.739630185,-18.09795102
0.616191904,16.33483258,-18.37281359,2.177411294,-18.29285357
0.204897551,16.55622189,-18.44727636,2.588705647,-18.49075462
-0.243378311,17.0069965,-18.40329835,2.831584208,-18.79310345
-0.923538231,17.66966517,-18.44377811,3.203898051,-18.97951024
-1.492253873,18.25987006,-18.28235882,3.732133933,-18.988006
-1.940529735,18.64817591,-17.92703648,4.212893553,-19.04747626
-2.769115442,18.63518241,-17.83758121,4.685157421,-19.09945027
-3.524737631,19.23188406,-17.34582709,5.047476262,-19.21989005
-4.12193903,19.61269365,-16.92403798,5.471264368,-19.14142929
-4.711644178,19.47426287,-16.84907546,5.827586207,-19.07846077
-4.80009995,19.61469265,-16.28935532,6.134932534,-19.05747126
-5.153923038,19.77161419,-16.03598201,6.437781109,-18.90854573
-5.804597701,19.74262869,-15.90654673,6.766616692,-18.78210895
-6.126436782,19.81409295,-15.47076462,7.072463768,-18.65767116
-6.634682659,19.30334833,-15.21389305,7.317841079,-18.58070965
-6.87806097,19.45627186,-14.35132434,7.572713643,-18.55272364
-7.494752624,19.43328336,-13.82358821,7.829585207,-18.47626187
-8.018990505,19.43928036,-13.31734133,8.149925037,-18.27836082
-8.258870565,19.18690655,-12.83958021,8.417291354,-18.15292354
-8.495252374,18.88305847,-12.55372314,8.564217891,-18.11594203
-8.644677661,19.015992,-11.8145927,8.716141929,-17.98550725
-9.066466767,18.81509245,-11.52223888,8.922538731,-17.88405797
-9.431284358,18.32733633,-11.28735632,9.097451274,-17.74112944
-9.208895552,18.29435282,-10.46626687,9.311844078,-17.52373813
-9.503748126,17.74662669,-10.27886057,9.460769615,-17.36631684
-9.736631684,17.48725637,-9.784607696,9.611194403,-17.19390305
-9.71864068,17.2193903,-9.312343828,9.750624688,-16.97101449
-9.829585207,16.46426787,-9.349825087,9.805597201,-16.96151924
-9.564717641,16.25787106,-8.752123938,9.910544728,-16.8125937
-9.547226387,16.19290355,-8.24137931,10.08995502,-16.73663168
-10.02698651,15.6111944,-8.245877061,10.28535732,-16.67616192
-9.954522739,15.55472264,-7.730134933,10.54472764,-16.68215892
-9.975012494,15.30134933,-7.514742629,10.70064968,-16.78910545
-10.15442279,15.14442779,-7.106946527,10.91804098,-16.92653673
-10.22388806,15.27836082,-6.610694653,11.11744128,-16.96001999
-10.37081459,15.08295852,-6.482258871,11.25487256,-17.02498751
-10.33783108,14.89555222,-6.527236382,11.31434283,-17.01549225
-10.21389305,14.95852074,-6.418790605,11.30184908,-16.93203398
